album_id,album_name,genre,release_date,person_count,person_details
3491,Unbroken Horizons,Indie Folk,2030,7,1410:Guiying Yan (ProducerOf); 3131:Peter Goodwin (LyricistOf); 3492:Na Gao (PerformerOf); 3493:Qiang Chen (PerformerOf); 3494:Ming Long (PerformerOf); 3495:Gang Qin (PerformerOf); 3496:Xiulan Deng (PerformerOf)
11256,Unshared Horizons,Doom Metal,2013,7,190:Peter Haering (PerformerOf); 302:Cindy Lübs (LyricistOf/PerformerOf); 305:Bekir Bruder (ComposerOf/PerformerOf); 779:Yang Zhao (PerformerOf); 844:Tobias Etzold-Dörr (PerformerOf); 11257:Roderich Mohaupt (PerformerOf); 11258:Athanasios Hamann (LyricistOf)
4253,Unsilenced Voice,Desert Rock,2029,7,99:Miki Hayashi (PerformerOf); 4254:Juan Xia (ProducerOf); 4255:Guiying Zhou (PerformerOf); 4256:Ming Ding (PerformerOf); 4257:Xiulan Zhao (ComposerOf); 4258:Lei Fu (ProducerOf); 4259:Jie Tao (PerformerOf)
662,Waiting for Steven,Indie Folk,2028,7,663:Ping He (ComposerOf/PerformerOf); 664:Ping Xie (PerformerOf); 665:Mary Harris (PerformerOf/ProducerOf); 666:Tanya Webb (PerformerOf); 667:Ping Wei (LyricistOf/PerformerOf); 668:Xia Ye (PerformerOf); 669:Adam Hinton (ComposerOf)
13824,Whispers Between Stanzas,Indie Folk,2020,7,13825:James Cooper (PerformerOf); 13826:Xiuying He (LyricistOf/PerformerOf); 13827:Ming Xie (PerformerOf); 13828:Jing Kang (PerformerOf); 13829:Guiying Chang (PerformerOf); 13830:Wei Mo (PerformerOf); 13831:Michelle Blair (ProducerOf)
9300,Whispers of the Savanna,Jazz Surf Rock,2024,7,1912:Yan Lin (PerformerOf/ProducerOf); 5022:Yong Zhu (PerformerOf); 5023:Yan Tan (PerformerOf); 5024:Na Xie (PerformerOf); 5025:Yan Tian (PerformerOf); 5026:Cynthia Dixon (PerformerOf); 5027:Xiuying Dong (ComposerOf)
17048,Artificial Sunsets,Oceanus Folk,2035,6,17041:Arlo Sterling (LyricistOf); 17042:Lyra Blaze (ComposerOf); 17043:Orion Cruz (ComposerOf); 17044:Elara May (ComposerOf); 17045:Cassian Rae (ComposerOf); 17255:Sailor Shift (LyricistOf)
15937,Atlantic Winds of Agadir,Dream Pop,2027,6,15938:Yang Zou (PerformerOf); 15939:Gang Kong (PerformerOf); 15940:Gang Lin (PerformerOf); 15941:Jie Shao (ComposerOf); 15942:Na Peng (PerformerOf); 15943:Min Yu (ComposerOf/PerformerOf)
12729,Aux Confins du Crépuscule,Doom Metal,2026,6,1711:Gang Tan (PerformerOf); 1712:Chao Han (ComposerOf); 1713:Guiying Jiang (PerformerOf/ProducerOf); 1714:Fang Song (PerformerOf); 12730:Chao Zhong (PerformerOf); 12731:Guiying Jia (PerformerOf)
7714,Barstool Confessions,Indie Folk,2020,6,7715:Roger Morgan (PerformerOf); 7716:Guiying Ma (PerformerOf); 7717:Ming Yuan (PerformerOf); 7718:Jing Yi (PerformerOf); 7719:Fang Xia (PerformerOf); 7720:Xia Qin (ComposerOf)
2784,Battlefield Drumline,Desert Rock,2028,6,2785:Hannah Newton (PerformerOf); 2786:Frederick Houston (ComposerOf/PerformerOf); 2787:Angela Fisher (PerformerOf); 2788:Lauren Turner (LyricistOf); 2789:Jivika Dar (PerformerOf); 2790:Paul Hughes (ComposerOf)
2335,Birth of a Muse,Darkwave,2020,6,2336:Qiang Han (ComposerOf/PerformerOf); 2337:Yang Yang (PerformerOf); 2338:Jun Gao (PerformerOf); 2339:Xiulan Chang (PerformerOf); 2340:Yan Xiao (PerformerOf/ProducerOf); 2341:Bianca Ward (LyricistOf/PerformerOf)
4872,Breath Between Heartbeats,Dream Pop,2020,6,4873:Stephen Pope (ComposerOf/PerformerOf); 4874:Paul Castro (PerformerOf); 4875:Kathy Castro (ComposerOf/PerformerOf); 4876:Karen Sanchez (ProducerOf); 4877:Mark Trujillo (PerformerOf); 4878:David Armstrong (LyricistOf)
5288,Broadway's Glittering Moment,Doom Metal,2010,6,5289:Larry Massey (ProducerOf); 5290:Raymond Kennedy (ComposerOf); 5291:Rene Wulff-Kranz (PerformerOf); 5292:Stephanie Silva (PerformerOf); 5293:Jorge Hood (PerformerOf); 5294:Keith Hernandez (PerformerOf/ProducerOf)
3304,Campus Echoes,Americana,2013,6,2589:Lei Yuan (PerformerOf); 3305:Rania Banik (PerformerOf); 3306:Guiying Tian (PerformerOf); 3307:Riya Ahluwalia (PerformerOf); 3308:Michael Kelly (ComposerOf); 3309:Stacy Watts (LyricistOf/PerformerOf)
2391,Concrete Legacy,Synthwave,2023,6,2392:Yang Yan (ComposerOf); 2393:Xia Li (PerformerOf); 2394:Kristi Bowers (PerformerOf/ProducerOf); 2395:Yan Wang (PerformerOf); 2396:Jing Sun (PerformerOf); 2397:Xiuying Yao (PerformerOf)
17047,Drifting Between the Stars and the Sea,Oceanus Folk,2034,6,17041:Arlo Sterling (LyricistOf); 17042:Lyra Blaze (ComposerOf); 17043:Orion Cruz (ComposerOf); 17044:Elara May (ComposerOf); 17045:Cassian Rae (ComposerOf); 17255:Sailor Shift (LyricistOf)
14557,Echoes from the Heart of El Salvador,Dream Pop,2016,6,617:Tao Yang (ComposerOf/PerformerOf); 2911:Xiulan Du (PerformerOf); 3399:Jing Jin (PerformerOf); 12423:Qiang Qian (PerformerOf); 12424:Qiang Liang (ComposerOf/PerformerOf); 14558:Jing Shen (PerformerOf)
10258,Echoes of Gilead,Indie Folk,2023,6,1510:Tao Dai (PerformerOf); 1512:Craig Cameron (ProducerOf); 1769:Fang Jiang (PerformerOf); 2023:Qiang Tang (ComposerOf/PerformerOf); 9593:Chao Zheng (LyricistOf); 9595:Jie Su (PerformerOf)
17049,Electric Reverie,Oceanus Folk,2038,6,17041:Arlo Sterling (LyricistOf); 17042:Lyra Blaze (ComposerOf); 17043:Orion Cruz (ComposerOf); 17044:Elara May (ComposerOf); 17045:Cassian Rae (ComposerOf); 17255:Sailor Shift (LyricistOf)
16620,Electric Vocal Echo,Jazz Surf Rock,2025,6,1074:Jing Cui (PerformerOf); 9380:Jun Dai (PerformerOf); 12337:Li Lin (PerformerOf); 13284:Juan Jin (PerformerOf/ProducerOf); 13285:Tao Fang (LyricistOf/PerformerOf); 15781:Brandi Bates (ProducerOf)
15760,Existential Riddle,Synthwave,2026,6,8319:Fang Tian (PerformerOf); 8322:Ming Wan (PerformerOf); 8500:Li Xia (PerformerOf); 14131:Dustin Newman (PerformerOf); 14133:Jun Han (PerformerOf); 15761:Wei Fu (PerformerOf)
12313,Falling Into Forever,Dream Pop,2025,6,1232:Li Gao (LyricistOf); 4550:Aimée van Dijk (LyricistOf/PerformerOf); 5602:Qiang Gu (PerformerOf); 12312:Wei Hu (PerformerOf); 12314:Xia Han (PerformerOf); 12315:Yan Ren (PerformerOf)
8681,Fence Line Kindness,Psychedelic Rock,2023,6,3937:Lei Zheng (PerformerOf); 8682:Jie Wan (ProducerOf); 8683:Tao Bai (ComposerOf); 8684:Xiuying Peng (PerformerOf); 8685:Gang Hao (PerformerOf); 8686:Qiang Wu (PerformerOf)
14969,First Dance Unfolding,Dream Pop,2024,6,6099:Yong Gong (PerformerOf); 14970:Yang Zhang (LyricistOf); 14971:Juan Sun (PerformerOf); 14972:Gang Lai (ProducerOf); 14973:Ming Kang (PerformerOf); 14974:Ming Lei (PerformerOf)
11472,Footwork Philosophy,Dream Pop,2019,6,2123:Billy Tyler (PerformerOf); 4779:Patricia-Julie Lopes (LyricistOf); 11473:Courtney Castillo (PerformerOf); 11474:Tristan Chauveau (PerformerOf); 11475:Juan Kang (ComposerOf/PerformerOf); 11476:Min Cheng (PerformerOf)
6645,Friendship's Tender Melody,Doom Metal,2013,6,2023:Qiang Tang (PerformerOf); 6646:Tao Su (PerformerOf); 6647:Jun Jiang (LyricistOf); 6648:Min Shi (ProducerOf); 6649:Jie Cao (PerformerOf); 6650:Xia Li (PerformerOf)
6004,Grace Beyond Measure,Synthwave,2022,6,1074:Jing Cui (PerformerOf/ProducerOf); 1403:Qiang Zhang (PerformerOf); 1404:Richard Obrien (PerformerOf); 1405:Wesley Walker (PerformerOf); 1406:Yang Yu (ComposerOf/PerformerOf); 6005:Gang Xia (PerformerOf)
10997,Harmonies of the Learned Voice,Psychedelic Rock,2023,6,5398:Shawn Fox (PerformerOf); 5402:Jun Yin (PerformerOf/ProducerOf); 5404:Jing Feng (LyricistOf/PerformerOf); 10998:Xiuying Chang (PerformerOf); 10999:Qiang Dai (ProducerOf); 11000:Ping Wu (PerformerOf)
12301,Heartbeat Horizon,Synthwave,2026,6,12302:Ming Yao (PerformerOf); 12303:Fang Xiao (ComposerOf/PerformerOf); 12304:Chao Xiong (PerformerOf); 12305:Yang He (ComposerOf/PerformerOf); 12306:Yan Cheng (PerformerOf); 12307:Yan Long (PerformerOf)
5944,Hearts in Harmony,Dream Pop,2024,6,296:Juan Long (LyricistOf); 5360:Ping Xiang (PerformerOf); 5945:Tao Wang (ComposerOf); 5946:Yan Wan (PerformerOf/ProducerOf); 5947:Fang Kong (PerformerOf); 5948:Yang Hou (PerformerOf)
7700,Invisible Crowds,Indie Folk,2026,6,1982:Travis Williams (ComposerOf/PerformerOf); 5890:Allison Patterson (PerformerOf); 7701:Harri Oderwald (LyricistOf/PerformerOf); 7702:Cynthia Monroe (PerformerOf); 7703:Kick van Geffen (PerformerOf); 7704:Roy Dominguez (PerformerOf/ProducerOf)
3759,Kingdom of Moments,Doom Metal,2000,6,3760:Min Long (PerformerOf); 3761:Gang Shao (PerformerOf); 3762:Xiulan Lin (PerformerOf); 3763:Qiang Yuan (PerformerOf); 3764:Wei Zhao (PerformerOf/ProducerOf); 3765:Wei Xiong (PerformerOf)
12282,Les: A Forgotten Memoir,Americana,2027,6,12283:Yong Tan (PerformerOf); 12284:Li Jin (PerformerOf); 12285:Li Li (PerformerOf); 12286:Ping Meng (ComposerOf); 12287:Ryan Adams (ComposerOf); 12288:Min Huang (LyricistOf)
5351,Lifted Voices,Dream Pop,2014,6,1648:Ping Tian (PerformerOf); 1650:Daniel Lyons (PerformerOf); 5352:Ping Xiang (PerformerOf); 5353:Chao Cai (PerformerOf); 5354:Stephen Ross (PerformerOf); 5355:Jing Tian (PerformerOf)
10055,"Lights, Camera, Heartbreak",Dream Pop,2023,6,10056:Tiziano Bianchi (LyricistOf/PerformerOf); 10057:Anthony Scott (ProducerOf); 10058:Vincenza Tropea (ProducerOf); 10059:Luigina Lattuada-Carfagna (ComposerOf/PerformerOf); 10060:Marina Giradello-Pellegrini (PerformerOf); 10061:Matilda Gottardi (PerformerOf)
12328,Maria's Celestial Reverie,Space Rock,2026,6,2589:Lei Yuan (PerformerOf); 7075:Fang Hou (ProducerOf); 7076:Benjamin Mercer (PerformerOf); 12329:Min Jiang (LyricistOf); 12330:Yong Hu (ComposerOf/PerformerOf); 12331:Lei Qiao (PerformerOf)
12842,Miles from My Horizon,Indie Folk,2025,6,8143:Min Yu (LyricistOf); 8779:Min Ding (ProducerOf); 12843:Yan Gao (ComposerOf/PerformerOf); 12844:Xiulan Jin (PerformerOf); 12845:Gang Dong (PerformerOf); 12846:Patricia Humphrey (PerformerOf/ProducerOf)
13055,Oceanic Pulse,Jazz Surf Rock,2027,6,13056:Yong Su (ComposerOf/PerformerOf); 13057:Jie Tan (PerformerOf); 13058:Jing Pan (PerformerOf); 13059:Juan Xiang (ComposerOf); 13060:Qiang Long (LyricistOf/PerformerOf); 13061:Xia Jin (PerformerOf)
10567,"One Heart, Three Shadows",Space Rock,2025,6,10568:Jing Ren (LyricistOf/PerformerOf); 10569:Yang Gao (PerformerOf); 10570:Jie Fang (PerformerOf); 10571:Francisco Kerr (PerformerOf); 10572:Matthew Adams (ComposerOf); 10573:Xiuying Qin (PerformerOf)
3879,Palabras del Corazón,Darkwave,2022,6,592:Xiulan Shen (LyricistOf); 594:Na Fan (PerformerOf/ProducerOf); 1433:Justin King (PerformerOf); 2426:Guiying Ren (ComposerOf); 2427:Juan Kong (ComposerOf/PerformerOf); 3880:Gang Huang (PerformerOf)
4937,Priceless Heart,Southern Gothic Rock,2000,6,4938:Frau Viola Ullmann (LyricistOf); 4939:Thies Seifert (ProducerOf); 4940:Alicia Heinz (PerformerOf); 4941:Rose-Marie Schmidtke (PerformerOf); 4942:Ivona Žáková (ComposerOf/PerformerOf); 4943:Ilona Stolze (ComposerOf/PerformerOf)
2186,Purchased by Grace,Doom Metal,2010,6,2187:Kelly Boyd (PerformerOf/ProducerOf); 2188:Mannat Chad (PerformerOf); 2189:Ojas Ramakrishnan (PerformerOf/ProducerOf); 2190:Advik Shroff (LyricistOf); 2191:Pihu Sunder (ComposerOf/PerformerOf); 2192:Dharmajan Lad (PerformerOf)
6103,Riddles of the Heart,Dream Pop,2022,6,3292:Wei Lu (PerformerOf); 3295:Yong Fan (PerformerOf); 3297:Guiying Xie (ComposerOf); 3300:Anthony King (ComposerOf/PerformerOf); 3461:Yong Tao (LyricistOf/PerformerOf); 6104:Ming Shen (PerformerOf)
13955,Saguaro Shadows,Emo/Pop Punk,2019,6,250:Mareen Schacht (LyricistOf); 1530:Deborah Lucas (PerformerOf/ProducerOf); 1531:Margarita Henschel (ComposerOf); 3125:Jana Lindner (PerformerOf); 3126:Maik Mude (PerformerOf); 5872:Nicolaus Fiebig (ComposerOf)
4912,Satirical Skirmish,Space Rock,2028,6,4913:Victor Scott (PerformerOf); 4914:Mark Mueller (PerformerOf); 4915:Sherry Flores (PerformerOf); 4916:Brandi Price (PerformerOf); 4917:Katherine Dodson (PerformerOf/ProducerOf); 4918:Xia Li (PerformerOf)
5061,Sequin Serenade,Synthwave,2013,6,5062:Osamu Hayashi (PerformerOf); 5063:Satomi Aoki (PerformerOf/ProducerOf); 5064:Akira Saito (ComposerOf); 5065:Momoko Yamamoto (PerformerOf/ProducerOf); 5066:Mikako Kondo (LyricistOf); 5067:Yosuke Ito (PerformerOf)
16256,Seven Days of Leisure,Dream Pop,2019,6,16049:Min Zhao (PerformerOf); 16050:Min Xia (PerformerOf); 16052:Ming Jiang (LyricistOf/PerformerOf); 16053:Qiang Ren (PerformerOf); 16257:Wei Gu (ComposerOf); 16258:Yong Zhang (PerformerOf)
892,Shadows of Masculinity,Desert Rock,2020,6,893:Fang Gong (PerformerOf); 894:Jing Qin (PerformerOf); 895:Jennifer Rice (ComposerOf/PerformerOf); 896:Yang Zhong (PerformerOf); 897:Brian Johnson (PerformerOf); 898:Elizabeth Chase (PerformerOf)
17263,Shoreline Sonnets,Oceanus Folk,2026,6,"17164:Rusty Riggins (LyricistOf); 17255:Sailor Shift (LyricistOf); 17256:Maya Jensen (ComposerOf); 17257:Lila ""Lilly"" Hartman (ComposerOf); 17258:Jade Thompson (ComposerOf); 17259:Sophie Ramirez (LyricistOf)"
10826,Silence Between Farewells,Space Rock,2032,6,10827:Juan Dai (PerformerOf); 10828:Li Tao (ComposerOf); 10829:Gang He (PerformerOf); 10830:Jie Tang (PerformerOf); 10831:Ronald Santos (LyricistOf/PerformerOf); 10832:Wei Yin (ComposerOf)
7693,Silent Echoes of Empty Rooms,Dream Pop,2017,6,7694:Anthony Smith (PerformerOf); 7695:Xiuying Yu (LyricistOf/PerformerOf); 7696:Lauren Schmitt (ProducerOf); 7697:Na Du (ComposerOf/PerformerOf); 7698:Yang Wang (PerformerOf); 7699:Li Ye (ProducerOf)
6507,Silk Street Swing,Speed Metal,2017,6,4131:Kelsey Hernandez (PerformerOf); 4134:Dwayne Wilson (PerformerOf); 6508:Alejandro Barnes (PerformerOf); 6509:Eric Wallace (PerformerOf); 6510:Charles Paul (PerformerOf/ProducerOf); 6511:Justin Allen (LyricistOf/PerformerOf)
11309,Solitude's Silent Footsteps,Indie Folk,2020,6,11310:Eric Sanchez (PerformerOf/ProducerOf); 11311:Amanda Black (ComposerOf/PerformerOf); 11312:Briana Johnson (LyricistOf/PerformerOf); 11313:Angela Rios (PerformerOf); 11314:Maria Romero (ProducerOf); 11315:Douglas Nguyen (PerformerOf)
7913,Stars and Fractures,Dream Pop,2007,6,2763:Jun Li (PerformerOf); 2766:Jun Zhang (PerformerOf); 7914:Ping Mo (LyricistOf); 7915:Min He (PerformerOf); 7916:Yong Qian (PerformerOf); 7917:Ming Qiao (PerformerOf)
16137,Steadfast Kingdom,Oceanus Folk,2017,6,2458:Xiuying Fang (PerformerOf); 9210:Jing Jin (PerformerOf/ProducerOf); 9213:Ming Jia (PerformerOf); 16138:Ming Deng (PerformerOf); 16139:Tao Xue (LyricistOf); 16140:Guiying Gong (ComposerOf)
8216,Steppe Whispers,Doom Metal,2026,6,1636:Gabrielle Richardson (LyricistOf/PerformerOf); 1637:Juan Hall (ComposerOf/PerformerOf); 1638:Bryan Smith (PerformerOf); 8217:Sarah Brown (PerformerOf); 8218:Christopher Clark (PerformerOf); 8219:Allison Barnes (ComposerOf)
1588,Strategic Surrender,Americana,2029,6,1589:Juan Yao (PerformerOf); 1590:Fang Du (LyricistOf/PerformerOf); 1591:Fang Xu (PerformerOf); 1592:Jie Yin (PerformerOf); 1593:Qiang Chang (PerformerOf/ProducerOf); 1594:Xiulan Gong (ProducerOf)
14816,Straw and Secrets,Synthwave,2010,6,14817:Beatrix Schmidt (PerformerOf); 14818:Priska Hölzenbecher (ComposerOf); 14819:Bjorn van Berkum-Freshour (ComposerOf); 14820:Marina Stiebitz (PerformerOf/ProducerOf); 14821:Hans-Karl Hövel (PerformerOf); 14822:Olaf Schmiedt (PerformerOf)
2561,Strings of Swedish Liberation,Synthwave,2017,6,2023:Qiang Tang (PerformerOf); 2562:Jun Xiong (PerformerOf/ProducerOf); 2563:Jun Mao (LyricistOf); 2564:Chao Gao (PerformerOf); 2565:Xia Yin (PerformerOf); 2566:Xiuying Yin (PerformerOf/ProducerOf)
14683,Sunlight on Ivory and Bow,Dream Pop,2029,6,14684:Kelli Martinez (ComposerOf); 14685:Michael Gomez (PerformerOf); 14686:Wanda Fuller (PerformerOf/ProducerOf); 14687:Christopher Richards (PerformerOf); 14688:Denise Moody (ProducerOf); 14689:Mitchell Ross (PerformerOf)
6635,Surrender to the Moment,Doom Metal,2000,6,3155:Lei Bai (PerformerOf); 3157:Jun Chang (PerformerOf); 3158:Jing Wang (ComposerOf); 6636:Juan Du (LyricistOf); 6637:Emily Drake (PerformerOf); 6638:Lei Feng (PerformerOf)
16373,Tearless Goodbye,Dream Pop,2029,6,16374:Shanaya Dave (ProducerOf); 16375:Tarini Bora (PerformerOf); 16376:Gatik Thaker (PerformerOf); 16377:Gatik Gandhi (PerformerOf); 16378:Indrajit Halder (PerformerOf); 16379:Jayan Chawla (PerformerOf)
13142,The Ballad of Johnny's Journey,Americana,2029,6,1270:Fang Liang (ComposerOf); 1273:Gang Wen (PerformerOf); 1275:Gang Shen (PerformerOf); 1276:Yong Dong (PerformerOf/ProducerOf); 1277:Min Kong (PerformerOf); 5395:Yan Kang (PerformerOf/ProducerOf)
16719,The Conductor's Last Whisper,Psychedelic Rock,2010,6,1261:Caroline Reilly (PerformerOf); 1263:Lori Waters (LyricistOf/PerformerOf); 5120:Olivia Morgan (PerformerOf); 5122:Ricky Evans (PerformerOf); 5123:Janet Wood (PerformerOf); 5124:Theresa Bradley (PerformerOf)
7787,The Eternal Covenant,Desert Rock,2026,6,3021:Na Shi (PerformerOf); 7788:Xiuying Dai (LyricistOf); 7789:Qiang Mao (PerformerOf/ProducerOf); 7790:Horst-Dieter Schleich (ComposerOf/PerformerOf); 7791:Na Jia (PerformerOf); 7792:Wei Jia (PerformerOf)
16111,The Exile's Compass,Jazz Surf Rock,2028,6,6572:Gang Dai (ComposerOf/PerformerOf); 16112:Chao Peng (PerformerOf); 16113:Yan Xia (PerformerOf); 16114:Ping Yan (ProducerOf); 16115:Jie Xie (LyricistOf/PerformerOf); 16116:Yang Wan (PerformerOf/ProducerOf)
9829,The Shrewd Whisper,Indie Folk,2020,6,163:Regina Hesse (PerformerOf); 1238:Yan Qin (PerformerOf); 8284:Kevin Burch (LyricistOf); 8286:Kevin Wong (ComposerOf/PerformerOf); 8287:Anneliese Bolnbach (PerformerOf); 9830:Micheal Collins (PerformerOf/ProducerOf)
1080,Trapped in the Border,Post-Apocalyptic Folk,2029,6,1081:Ping He (PerformerOf); 1082:Juan Hu (PerformerOf); 1083:Ping Xia (PerformerOf); 1084:Qiang Bai (PerformerOf); 1085:Lupe Miró (PerformerOf/ProducerOf); 1086:Chao Qiu (PerformerOf)
8937,Trouser-Free Zone,Dream Pop,2017,6,5973:Christine Wall (PerformerOf); 5974:Brian Gonzalez (PerformerOf); 5975:Richard Page (PerformerOf); 5976:Ping Jia (PerformerOf); 5977:Herr Oliver Schacht (PerformerOf); 5978:Li Jin (ComposerOf/PerformerOf)
1652,Tusks and Mud,Synthwave,2027,6,1653:Charo Cañas Saez (PerformerOf); 1654:Concepción Ripoll (LyricistOf/PerformerOf); 1655:Cayetana Bernal-Ocaña (PerformerOf); 1656:Alfonso Albero Cervera (PerformerOf); 1657:Abigaíl Tovar Sainz (ProducerOf); 1658:Anastasio Jiménez Ferrer (LyricistOf)
7254,Twilight's Gentle Whispers,Indie Folk,2010,6,7255:Patricia Myers (PerformerOf); 7256:Yan Wang (PerformerOf/ProducerOf); 7257:Gang Qin (PerformerOf); 7258:Ann Nielsen (PerformerOf); 7259:Qiang Qiao (PerformerOf); 7260:Min Wu (LyricistOf/PerformerOf)
736,Unbound,Doom Metal,2026,6,737:Na Wu (ProducerOf); 738:Yong Du (ComposerOf/PerformerOf); 739:Lei Qiao (LyricistOf/PerformerOf); 740:Xiulan Ye (PerformerOf); 741:Jun Du (ComposerOf/PerformerOf); 742:Erin Kim (PerformerOf)
10754,Unified Steps of Joy,Dream Pop,2023,6,817:Jing Tian (PerformerOf); 2736:Nanami Yoshida (PerformerOf); 10755:Qiang Sun (PerformerOf); 10756:Xia Kang (PerformerOf/ProducerOf); 10757:Ming Hao (PerformerOf); 10758:Yong Yao (PerformerOf/ProducerOf)
16240,Urban Ecosystem Pulse,Dream Pop,2028,6,2388:Joe Taylor (PerformerOf); 2389:Monica Brown (PerformerOf); 12457:Carl Osborne (LyricistOf); 16241:Natalie Wood (PerformerOf); 16242:Natalie Hernandez (PerformerOf); 16243:Angela Black (LyricistOf/PerformerOf)
1221,Verdant Overture,Dream Pop,2029,6,1222:Jing Qin (PerformerOf); 1223:Gang Yin (PerformerOf); 1224:Richard Smith (PerformerOf); 1225:Min Kong (ComposerOf/PerformerOf); 1226:Tracy Ibarra (ComposerOf); 1227:Jun Xia (PerformerOf)
15071,Voices of the Frontier,Synthwave,2013,6,9633:Bryan Smith (PerformerOf); 9635:Ronald Kennedy (ComposerOf); 9990:Gregory Williams (LyricistOf/PerformerOf); 15072:Jun Tao (ComposerOf); 15073:Sean King (PerformerOf); 15074:Wei Dai (LyricistOf/PerformerOf)
14025,Waterlines and Ridge Shadows,Dream Pop,2007,6,3704:Qiang Xu (PerformerOf/ProducerOf); 9515:Yang Cheng (PerformerOf); 14026:Derek Baxter (PerformerOf); 14027:Renee Matthews (LyricistOf); 14028:Qiang Yang (ComposerOf); 14029:Tao Fang (ComposerOf/PerformerOf)
9483,Waterloo's Whispers,Doom Metal,2017,6,226:Ping Mo (PerformerOf); 5495:Ming Chen (PerformerOf); 9484:Chao Han (PerformerOf); 9485:Jie Lai (LyricistOf/PerformerOf); 9486:Ping Jia (PerformerOf); 9487:Ming Hao (LyricistOf/PerformerOf)
2153,Wheels in Motion,Oceanus Folk,2017,6,2154:Juan Wen (ComposerOf/PerformerOf); 2155:Wei Guo (PerformerOf); 2156:Chao Wu (PerformerOf); 2157:Min Xue (PerformerOf); 2158:Min Yu (PerformerOf); 2159:Jing Xu (PerformerOf)
11788,Whispers Between Rooms,Indie Folk,2022,6,1547:Qiang Lu (PerformerOf); 1952:Yang Wan (PerformerOf/ProducerOf); 11789:Tracy Warner (PerformerOf); 11790:Jun Huang (LyricistOf); 11791:Bradley Brooks (ComposerOf/PerformerOf); 11792:Ping Han (PerformerOf)
11730,Whispers of Guenerina,Indie Folk,2017,6,6906:Susan Anderson (ComposerOf/PerformerOf); 11731:David Jenkins (PerformerOf); 11732:James Smith (PerformerOf/ProducerOf); 11733:Edward Clark (PerformerOf); 11734:Robert Boone (PerformerOf); 11735:William Miller (PerformerOf)
11744,Whispers of a Forgotten Name,Indie Rock,2017,6,7053:Carol Reid (ComposerOf/PerformerOf); 8191:David Armstrong (PerformerOf); 8194:Pamela Chan (PerformerOf/ProducerOf); 8196:Amy Lee (PerformerOf); 8199:Samuel Robertson (PerformerOf); 11745:Travis Hill (PerformerOf)
3711,Wings of the Southern Cross,Oceanus Folk,2024,6,3712:Fang Duan (PerformerOf); 3713:Yong Dai (ComposerOf/PerformerOf); 3714:Chao Xiao (PerformerOf); 3715:Wei Lai (PerformerOf); 3716:Qiang Xie (LyricistOf/PerformerOf); 3717:Albert Miller (ComposerOf)
7908,Aerial Echoes of Freedom,Indie Rock,2023,5,2861:Jie Zhang (PerformerOf); 7909:Tao Feng (ProducerOf); 7910:Ming Fang (ProducerOf); 7911:Qiang Li (LyricistOf); 7912:Jie Xia (PerformerOf)
2030,Aftershock Silence,Dream Pop,2028,5,1139:Crystal Cruz (PerformerOf); 1201:Xiuying Fan (PerformerOf/ProducerOf); 2031:Yan Yang (ComposerOf); 2032:Jie Song (LyricistOf); 2033:Xiuying Kong (PerformerOf)
8428,Alloy Architect,Indie Folk,2017,5,288:Gerlind Sager-Ortmann (LyricistOf); 1449:Amanda Blake (ComposerOf/PerformerOf); 7490:Domenico Gasperi (PerformerOf); 8429:Nicola Strangio (PerformerOf); 8430:Nathalie Beer-Huhn (PerformerOf)
13389,Amplified Throne,Synthwave,2028,5,4753:Bartek Krężołek (PerformerOf); 4755:Mikołaj Rosłoń (PerformerOf/ProducerOf); 4756:Stefan Berus (PerformerOf); 13390:Yan Fang (PerformerOf); 13391:Anita Szałata (PerformerOf/ProducerOf)
16366,Azure Horizons,Doom Metal,2013,5,9176:Pamela Roberts (LyricistOf); 9177:Rubén Medina-Casas (LyricistOf/PerformerOf); 9178:Bianca Sagnelli-Onio (PerformerOf); 9179:Fernanda Guarneri (PerformerOf); 10729:Pierluigi Telesio (PerformerOf)
11179,Backup's Lament,Southern Gothic Rock,2012,5,217:Honoré Foucher (ComposerOf/PerformerOf); 11180:Jennifer Alvarez (PerformerOf/ProducerOf); 11181:Laurent-Léon Morvan (PerformerOf); 11182:Ronald Ramirez (PerformerOf/ProducerOf); 11183:Philippe Carre de la Humbert (PerformerOf)
16989,Ballads for the End of Time,Oceanus Folk,2033,5,16983:Sophie Bennett (ComposerOf); 16984:Michael Harris (LyricistOf); 16985:Kara Lee (LyricistOf); 16986:Ethan Clarke (ComposerOf); 17255:Sailor Shift (LyricistOf)
7068,Behind the Mask,Psychedelic Rock,2024,5,7069:Chao Zhu (PerformerOf); 7070:Chao Bai (PerformerOf); 7071:Juan Sun (ComposerOf); 7072:Xia Qin (LyricistOf/PerformerOf); 7073:Yang Guo (ProducerOf)
11533,Beneath the Green Cathedral,Doom Metal,2020,5,7240:Yan Zhou (PerformerOf); 10430:Jörg Niemeier (PerformerOf); 11534:Brian Hamilton (PerformerOf); 11535:Alexandra Montes (PerformerOf); 11536:Scott Garcia (PerformerOf)
2852,Between Day and Night,Dream Pop,2028,5,2853:Min Ren (PerformerOf); 2854:Guiying Xie (PerformerOf); 2855:Nicole Smith (PerformerOf/ProducerOf); 2856:William Smith (PerformerOf/ProducerOf); 2857:Yong Zou (ComposerOf)
